Date,Region,Bed_TOT,BedAdult_TOT,CriticalCare,ED,Inpatient,Inpatient_Used,InpatientAdult,InpatientAdult_Used,ICU,ICU_Used,ICUAdult,ICUAdult_Used,BurnCare,MedSurg,Obstetric,OR,InpatientPediatric,InpatientPediatric_Used,PediatricICU,Psychiatric,Morgue_Avail,Morgue_TOT,NegPress_Avail,NegPress_TOT,MechVent_Used,MechVent,Vent_Avail,Vent_TOT,NumInpatients,NumInpatients_Crit,NumInpatients_Vent,NumInpatient_Dis,AdultCases_TOT,AdultCases_TOT_pos,PedCases_TOT,PedCases_TOT_pos,VentedCases,AdultCases_ICU,AdultCases_ICU_pos,EDCases_Prev,Elasto_Filters,Elasto_Resp,PAPR_Batteries,PAPR_Filters,PAPRs,CAPRs,Respirators_TOT,Gloves,Coveralls,Isolation_Gowns,Surgical_Gowns,Surgical_Masks,N95_Masks,Shields,Goggles,EyeProtect_TOT,Gowns_TOT,GownsReuse_TOT,Gloves_0_3,Gloves_4_7,N95_0_3,N95_4_7,SurgicalMasks_0_3,SurgicalMasks_4_7,EyeProtect_0_3,EyeProtect_4_7,Gowns_0_3,Gowns_4_7,Reporting_Capacity,Reporting_PPE,Notes,Link
2021-02-19,8,786,768,,,541,237,517,221,68,36,58,29,,,,,,,,,,,,,7,,,117,,,,,5,5,0,0,1,2,2,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210219222835/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-22,1,1863,1724,,,1542,1166,1461,1058,207,170,195,167,,,,,,,,,,,,,67,,,230,,,,,98,93,3,1,8,24,23,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210222235033/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-22,2N,6153,5772,,,5578,4015,5194,3764,600,423,584,412,,,,,,,,,,,,,216,,,969,,,,,201,169,2,1,15,44,42,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210222235033/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-22,2S,8155,7144,,,7283,5351,6325,4766,1034,751,750,539,,,,,,,,,,,,,482,,,1424,,,,,230,186,4,4,32,56,49,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210222235033/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-22,3,3074,2925,,,2768,2029,2661,1957,386,330,338,286,,,,,,,,,,,,,240,,,621,,,,,108,100,0,0,13,26,25,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210222235033/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-22,5,1639,1573,,,1359,961,1340,926,186,106,142,103,,,,,,,,,,,,,52,,,326,,,,,62,59,1,0,11,21,21,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210222235033/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-22,6,3499,3081,,,3171,2017,2681,1705,499,368,346,239,,,,,,,,,,,,,99,,,582,,,,,99,79,4,3,13,38,32,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210222235033/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-22,7,1032,960,,,1011,509,960,498,204,125,182,116,,,,,,,,,,,,,14,,,134,,,,,22,22,0,0,0,11,11,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210222235033/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-22,8,786,768,,,541,233,519,227,68,36,58,31,,,,,,,,,,,,,7,,,117,,,,,7,6,0,0,1,5,5,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210222235033/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-23,1,1886,1735,,,1603,1251,1517,1139,207,176,195,173,,,,,,,,,,,,,65,,,230,,,,,112,99,3,1,7,24,23,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210223233354/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-23,2N,6173,5792,,,5598,4240,5214,3977,600,417,584,405,,,,,,,,,,,,,223,,,960,,,,,198,160,1,1,17,38,35,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210223233354/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-23,2S,8163,7160,,,7291,5602,6341,4965,1038,794,754,579,,,,,,,,,,,,,499,,,1426,,,,,253,199,5,5,34,49,45,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210223233354/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-23,3,3061,2898,,,2753,2118,2638,2021,395,329,350,288,,,,,,,,,,,,,229,,,620,,,,,115,104,0,0,12,29,28,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210223233354/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-23,5,1652,1586,,,1371,1023,1353,1004,193,116,149,111,,,,,,,,,,,,,50,,,328,,,,,60,57,1,0,11,21,20,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210223233354/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-23,6,3499,3081,,,3171,2178,2712,1847,499,360,346,238,,,,,,,,,,,,,96,,,582,,,,,109,79,5,4,11,34,29,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210223233354/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-23,7,1032,960,,,1011,526,960,512,204,118,182,107,,,,,,,,,,,,,16,,,134,,,,,21,21,0,0,0,8,8,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210223233354/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-23,8,786,768,,,541,265,519,260,68,34,58,30,,,,,,,,,,,,,8,,,117,,,,,8,8,0,0,1,4,4,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210223233354/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-24,1,1864,1716,,,1576,1257,1492,1150,206,175,194,170,,,,,,,,,,,,,66,,,230,,,,,110,100,3,1,7,26,23,81,,,,,,,209,30930805,,,,3507487,660276,,,159880,525794,5557,,,,,,,,,,,92%,88%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/save/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-24,2N,6184,5803,,,5609,4306,5215,4033,602,424,586,414,,,,,,,,,,,,,234,,,951,,,,,188,157,2,1,14,41,36,340,,,,,,,622,9589370,,,,1312654,391084,,,96119,378611,6776,,,,,,,,,,,92%,88%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/save/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-24,2S,8216,7206,,,7287,5658,6378,4983,1040,799,756,589,,,,,,,,,,,,,476,,,1428,,,,,243,196,8,8,32,51,46,350,,,,,,,1406,45012808,,,,4581134,1063292,,,433390,1307038,15199,,,,,,,,,,,92%,88%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/save/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-24,3,3090,2935,,,2781,2130,2683,2037,381,318,339,281,,,,,,,,,,,,,215,,,614,,,,,118,112,0,0,12,27,27,95,,,,,,,677,11234748,,,,1969837,315407,,,132411,1055282,2800,,,,,,,,,,,92%,88%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/save/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-24,5,1664,1591,,,1383,1047,1358,1023,192,118,149,114,,,,,,,,,,,,,48,,,328,,,,,58,55,0,0,10,20,20,121,,,,,,,516,4978354,,,,850629,396629,,,36381,336750,1138,,,,,,,,,,,92%,88%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/save/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-24,6,3499,3081,,,3171,2228,2726,1885,499,350,346,227,,,,,,,,,,,,,87,,,582,,,,,93,78,7,6,10,25,20,73,,,,,,,840,38076768,,,,6076143,1175395,,,153147,451083,108525,,,,,,,,,,,92%,88%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/save/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-24,7,1032,960,,,1011,572,960,553,204,128,182,115,,,,,,,,,,,,,17,,,134,,,,,17,17,0,0,0,5,5,40,,,,,,,526,4825410,,,,1841012,217735,,,78835,66625,3884,,,,,,,,,,,92%,88%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/save/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-24,8,784,766,,,548,265,519,256,68,34,58,29,,,,,,,,,,,,,6,,,122,,,,,8,8,0,0,1,5,5,33,,,,,,,246,3633127,,,,507233,146620,,,30401,139414,5667,,,,,,,,,,,92%,88%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/save/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-25,1,1864,1712,,,1572,1246,1484,1128,206,162,194,156,,,,,,,,,,,,,64,,,230,,,,,84,71,2,2,6,15,14,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210226001008/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-25,2N,6259,5878,,,5684,4328,5300,4050,607,446,591,435,,,,,,,,,,,,,226,,,960,,,,,195,162,1,1,15,44,38,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210226001008/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-25,2S,8209,7197,,,7329,5683,6370,5035,1043,806,759,602,,,,,,,,,,,,,494,,,1427,,,,,242,201,8,8,38,48,49,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210226001008/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-25,3,3079,2919,,,2768,2141,2681,2040,388,333,344,294,,,,,,,,,,,,,228,,,607,,,,,121,116,0,0,12,27,27,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210226001008/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-25,5,1629,1556,,,1348,1035,1334,1009,193,129,154,125,,,,,,,,,,,,,49,,,323,,,,,50,50,0,0,6,18,18,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210226001008/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-25,6,3466,3048,,,3138,2258,2685,1933,499,368,346,242,,,,,,,,,,,,,90,,,582,,,,,86,68,6,4,8,25,20,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210226001008/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-25,7,1032,960,,,1011,585,960,565,204,136,182,123,,,,,,,,,,,,,20,,,134,,,,,19,19,0,0,0,5,5,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210226001008/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-25,8,784,766,,,548,252,512,241,68,35,58,29,,,,,,,,,,,,,7,,,122,,,,,7,7,0,0,1,4,4,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210226001008/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-26,1,1864,1720,,,1561,1231,1466,1120,205,172,193,166,,,,,,,,,,,,,59,,,230,,,,,95,91,3,2,4,12,12,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210227025429/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2021-02-26,2N,6223,5842,,,5648,4392,5264,4111,603,437,587,429,,,,,,,,,,,,,226,,,960,,,,,209,176,1,0,18,44,37,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93%,,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20210227025429/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
